LOCO_TYPE,LOCO_NUMBER,YEAR,Availability_Days,Distance_Travelled,Distance_per_day,Total_Failures,Reliability,Failure_Rate,Age_of_Locomotive,Usage_Intensity,Maintenance_Frequency,Fuel_Efficiency,Operating_Hours,Fleet_Type,Efficiency_Score,Maintenance_Score,Risk_Score,Reliability_Category,Age_Category
2,34717,2022,246,45003,182.94,7,61.48,0.0285,5,0.914695,0.8,3.29,5662.7,Hired,7.95,10.25,0.1303,Medium,New
2,35022,2017,201,36870,183.43,10,49.58,0.0498,17,0.917164,0.58,3.5,3843.33,Hired,9.59,2.75,0.7765,Low,Mature
2,34311,2024,283,42942,151.74,7,63.31,0.0247,11,0.758693,1.04,2.53,5707.02,Hired,7.52,5.28,0.2061,Medium,Mature
1,1029,2018,255,49793,195.27,3,75.45,0.0118,1,0.976333,0.81,2.27,6086.25,NRZ,8.18,37.72,0.0115,Medium,New
2,35326,2018,279,33649,120.61,3,75.05,0.0108,8,0.603029,0.89,2.64,5893.13,Hired,5.71,8.34,0.0521,Medium,Young
1,1026,2020,253,27880,110.2,9,52.63,0.0356,14,0.550988,0.72,1.66,4698.35,NRZ,5.93,3.51,0.2746,Low,Mature
2,36003,2022,290,57027,196.64,4,60.17,0.0138,7,0.983224,1.42,3.11,6787.52,Hired,8.4,7.52,0.095,Medium,Young
1,1026,2020,208,23346,112.24,4,62.2,0.0192,11,0.561202,0.79,1.84,3860.07,NRZ,6.05,5.18,0.1185,Medium,Mature
2,35107,2019,162,52502,324.09,10,55.79,0.0617,26,1.620432,1.94,2.06,2954.87,Hired,17.77,2.07,2.5995,Low,Old
2,34453,2020,231,24177,104.66,5,64.47,0.0216,6,0.523312,1.32,2.83,4605.98,Hired,5.25,9.21,0.0678,Medium,Young
2,36754,2023,262,61122,233.29,6,70.19,0.0229,11,1.16645,0.62,2.12,4975.92,Hired,12.28,5.85,0.2938,Medium,Mature
1,1016,2020,194,44948,231.69,6,45.9,0.0309,18,1.158454,1.79,3.29,4287.83,NRZ,10.48,2.42,0.6443,Low,Mature
2,35047,2024,236,50722,214.92,3,75.09,0.0127,6,1.074619,1.85,1.94,5546.63,Hired,9.14,10.73,0.0819,Medium,Young
2,34360,2020,201,40279,200.39,10,58.39,0.0498,20,1.001965,1.23,2.87,4728.64,Hired,8.52,2.78,0.998,Low,Mature
1,1015,2018,220,36032,163.78,4,60.69,0.0182,7,0.818909,1.76,2.5,4312.15,NRZ,8.36,7.59,0.1043,Medium,Young
2,34814,2017,129,43743,339.09,7,55.33,0.0543,27,1.695465,1.99,3.26,3030.88,Hired,14.43,1.98,2.4857,Low,Old
2,34600,2018,202,21292,105.41,6,64.88,0.0297,20,0.52703,2.0,1.95,4044.82,Hired,5.26,3.09,0.3131,Medium,Mature
1,1024,2020,321,56950,177.41,7,61.67,0.0218,1,0.887072,1.75,2.65,6906.72,NRZ,8.25,30.84,0.0193,Medium,New
2,35219,2018,189,43387,229.56,12,46.04,0.0635,23,1.147804,0.56,1.6,4285.06,Hired,10.13,1.92,1.6764,Low,Old
1,1019,2018,262,40704,155.36,4,58.37,0.0153,7,0.776794,1.24,2.0,4838.03,NRZ,8.41,7.3,0.0832,Low,Young
2,36810,2019,157,42425,270.22,10,51.45,0.0637,20,1.351115,1.22,3.15,2979.03,Hired,14.24,2.45,1.7213,Low,Mature
1,2102,2024,244,61863,253.54,14,44.05,0.0574,15,1.267684,1.94,2.78,4652.09,NRZ,13.3,2.75,1.0915,Low,Mature
1,1008,2024,123,20898,169.9,4,48.81,0.0325,30,0.849512,0.63,2.46,2462.77,NRZ,8.49,1.57,0.8283,Low,Old
1,2103,2023,126,17439,138.4,7,52.53,0.0556,26,0.692024,0.91,2.28,2328.7,NRZ,7.49,1.95,1.0004,Low,Old
2,37079,2022,128,22669,177.1,5,54.68,0.0391,30,0.885508,1.98,2.13,2834.01,Hired,8.0,1.76,1.0387,Low,Old
2,34719,2019,146,27450,188.01,9,55.94,0.0616,27,0.940068,1.68,2.49,3259.87,Hired,8.42,2.0,1.5635,Low,Old
2,3016,2024,184,24425,132.74,6,59.48,0.0326,14,0.663723,0.74,2.05,3683.86,Hired,6.63,3.97,0.3029,Low,Mature
2,36287,2021,271,52282,192.92,4,71.44,0.0148,1,0.964613,1.46,1.58,6483.85,Hired,8.06,35.72,0.0143,Medium,New
2,35951,2022,279,57677,206.73,8,61.81,0.0287,6,1.033638,1.31,2.97,6414.98,Hired,8.99,8.83,0.178,Medium,Young
2,36268,2024,104,13923,133.88,8,51.76,0.0769,34,0.669375,1.24,2.24,2407.77,Hired,5.78,1.48,1.7501,Low,Old
2,36198,2023,261,22566,86.46,5,65.87,0.0192,5,0.432299,0.81,3.32,4872.8,Hired,4.63,10.98,0.0415,Medium,New
1,1011,2019,232,36498,157.32,5,54.43,0.0216,18,0.786595,0.96,1.98,5286.47,NRZ,6.9,2.86,0.3058,Low,Mature
2,35944,2019,171,25125,146.93,4,69.1,0.0234,25,0.734649,0.73,2.86,3593.37,Hired,6.99,2.66,0.4298,Medium,Old
2,34503,2017,130,23532,181.02,8,54.54,0.0615,26,0.905077,1.14,1.73,2698.66,Hired,8.72,2.02,1.4472,Low,Old
1,2103,2020,220,47639,216.54,7,45.78,0.0318,15,1.082705,1.41,1.55,5203.43,NRZ,9.16,2.86,0.5165,Low,Mature
2,36660,2023,111,37184,334.99,5,61.67,0.045,33,1.674955,1.67,2.95,2036.3,Hired,18.26,1.81,2.4873,Medium,Old
2,36115,2019,239,54106,226.38,6,72.97,0.0251,6,1.131925,1.17,2.38,5364.6,Hired,10.09,10.42,0.1705,Medium,Young
2,36420,2023,285,74644,261.91,6,67.16,0.0211,3,1.309544,0.6,2.72,5743.69,Hired,13.0,16.79,0.0829,Medium,New
2,34661,2021,276,69464,251.68,9,50.12,0.0326,7,1.258406,0.71,2.1,5630.76,Hired,12.34,6.26,0.2872,Low,Young
2,36151,2019,177,49634,280.42,7,60.81,0.0395,21,1.40209,1.71,2.82,3741.85,Hired,13.26,2.76,1.163,Medium,Old
1,1002,2024,126,27274,216.46,5,52.97,0.0397,30,1.082302,1.54,2.55,2928.05,NRZ,9.31,1.71,1.289,Low,Old
1,1003,2023,212,62415,294.41,14,46.52,0.066,20,1.472052,1.47,3.25,4214.15,NRZ,14.81,2.22,1.9431,Low,Mature
1,1022,2018,279,29539,105.87,3,62.97,0.0108,1,0.529373,1.58,2.48,5479.37,NRZ,5.39,31.48,0.0057,Medium,New
2,35533,2020,222,47516,214.04,11,48.75,0.0495,18,1.07018,1.58,2.65,4843.16,Hired,9.81,2.57,0.9535,Low,Mature
2,34799,2019,140,29873,213.38,6,59.5,0.0429,24,1.066893,1.63,2.15,2723.25,Hired,10.97,2.38,1.0985,Low,Old
1,1002,2019,184,33403,181.54,3,68.94,0.0163,14,0.90769,1.76,3.11,4397.92,NRZ,7.6,4.6,0.2071,Medium,Mature
2,36722,2018,287,69210,241.15,7,59.88,0.0244,1,1.205749,1.38,2.82,6655.44,Hired,10.4,29.94,0.0294,Low,New
2,35265,2022,208,30873,148.43,5,55.57,0.024,21,0.742139,1.96,3.47,4129.81,Hired,7.48,2.53,0.374,Low,Old
1,1014,2022,201,39053,194.29,4,69.76,0.0199,12,0.971468,0.86,1.66,4141.35,NRZ,9.43,5.37,0.232,Medium,Mature
2,36621,2017,195,51639,264.82,6,59.39,0.0308,12,1.324077,0.6,3.18,4472.0,Hired,11.55,4.57,0.4894,Low,Mature
1,1028,2018,286,75373,263.54,8,45.82,0.028,8,1.31771,1.71,2.8,5257.56,NRZ,14.34,5.09,0.2952,Low,Young
1,1003,2023,239,35279,147.61,4,55.78,0.0167,15,0.738054,1.32,3.28,5456.87,NRZ,6.47,3.49,0.1849,Low,Mature
1,2107,2020,229,28960,126.46,2,71.53,0.0087,7,0.632314,1.32,2.99,4847.87,NRZ,5.97,8.94,0.0385,Medium,Young
2,35551,2021,272,36746,135.1,6,52.31,0.0221,12,0.675478,1.81,2.59,6430.8,Hired,5.71,4.02,0.1791,Low,Mature
2,35662,2021,173,51082,295.27,9,62.34,0.052,17,1.476358,1.53,2.25,3643.74,Hired,14.02,3.46,1.3051,Medium,Mature
2,36384,2024,99,15517,156.74,8,56.03,0.0808,33,0.783687,0.57,2.24,2373.97,Hired,6.54,1.65,2.0896,Low,Old
2,34431,2023,188,49751,264.63,5,69.21,0.0266,21,1.323165,1.04,3.47,4080.62,Hired,12.19,3.15,0.7391,Medium,Old
1,1021,2024,134,17940,133.88,7,52.1,0.0522,26,0.669403,0.99,1.8,2969.9,NRZ,6.04,1.93,0.9085,Low,Old
2,36983,2020,132,15963,120.93,3,60.24,0.0227,25,0.604659,1.12,2.85,2561.77,Hired,6.23,2.32,0.3431,Medium,Old
2,35003,2018,262,63942,244.05,6,76.16,0.0229,3,1.220267,0.87,3.49,5297.63,Hired,12.07,19.04,0.0838,Medium,New
1,1017,2024,235,53751,228.73,8,56.5,0.034,17,1.143638,1.61,1.86,4854.59,NRZ,11.07,3.14,0.661,Low,Mature
2,34433,2018,284,41657,146.68,5,75.6,0.0176,1,0.733398,1.0,2.58,6065.93,Hired,6.87,37.8,0.0129,Medium,New
1,2102,2024,252,55575,220.54,13,49.89,0.0516,15,1.102679,1.7,3.26,6017.57,NRZ,9.24,3.12,0.8535,Low,Mature
1,1024,2018,282,43796,155.3,4,68.38,0.0142,1,0.776525,0.88,2.41,5136.12,NRZ,8.53,34.19,0.011,Medium,New
2,35704,2023,233,40533,173.96,5,62.31,0.0215,7,0.869807,1.68,2.83,4522.45,Hired,8.96,7.79,0.1309,Medium,Young
2,35369,2019,197,47402,240.62,6,54.62,0.0305,22,1.203096,1.96,2.52,3912.1,Hired,12.12,2.37,0.8073,Low,Old
1,1014,2018,253,47506,187.77,9,50.41,0.0356,7,0.938854,0.67,1.72,5228.41,NRZ,9.09,6.3,0.234,Low,Young
1,1012,2024,183,23222,126.9,9,49.55,0.0492,18,0.634481,0.79,1.84,3486.93,NRZ,6.66,2.61,0.5619,Low,Mature
1,1030,2020,240,49932,208.05,9,48.44,0.0375,11,1.04025,1.01,2.47,5143.3,NRZ,9.71,4.04,0.4291,Low,Mature
1,1026,2018,268,60188,224.58,7,46.73,0.0261,12,1.12291,0.56,2.13,5360.66,NRZ,11.23,3.59,0.3517,Low,Mature
1,2109,2019,160,45752,285.95,7,47.23,0.0437,20,1.42975,0.88,1.63,3288.89,NRZ,13.91,2.25,1.2496,Low,Mature
1,1030,2017,339,71301,210.33,8,54.59,0.0236,1,1.051637,0.99,3.5,7103.25,NRZ,10.04,27.3,0.0248,Low,New
2,34950,2017,179,26443,147.73,7,57.46,0.0391,24,0.738631,1.07,3.39,4289.27,Hired,6.16,2.3,0.6931,Low,Old
2,36157,2020,159,44693,281.09,4,62.38,0.0252,24,1.40544,0.8,1.64,3330.79,Hired,13.42,2.5,0.85,Medium,Old
1,1002,2017,203,37519,184.82,7,50.98,0.0345,12,0.924113,1.02,2.12,4090.57,NRZ,9.17,3.92,0.3826,Low,Mature
2,36601,2022,175,23997,137.13,5,59.98,0.0286,22,0.685629,1.93,2.43,3774.51,Hired,6.36,2.61,0.4314,Low,Old
2,34535,2017,226,63513,281.03,4,73.56,0.0177,10,1.405155,0.97,1.78,4703.15,Hired,13.5,6.69,0.2487,Medium,Young
1,1014,2017,314,39090,124.49,5,68.97,0.0159,1,0.622452,1.08,2.0,5658.04,NRZ,6.91,34.48,0.0099,Medium,New
1,1002,2023,194,36253,186.87,7,57.29,0.0361,12,0.934356,1.27,3.18,4050.03,NRZ,8.95,4.41,0.4048,Low,Mature
1,1005,2017,173,41034,237.19,13,44.16,0.0751,22,1.185954,1.19,1.83,3925.89,NRZ,10.45,1.92,1.9594,Low,Old
1,1029,2022,107,17665,165.09,5,40.4,0.0467,31,0.825467,1.38,2.02,2076.11,NRZ,8.51,1.26,1.195,Low,Old
1,1022,2019,156,48112,308.41,7,43.12,0.0449,24,1.542051,1.95,3.13,3129.96,NRZ,15.37,1.72,1.6617,Low,Old
1,2108,2024,243,37085,152.61,3,69.17,0.0123,6,0.763066,1.71,2.67,4805.54,NRZ,7.72,9.88,0.0563,Medium,Young
2,34458,2023,225,24230,107.69,5,59.63,0.0222,7,0.538444,0.88,1.52,4474.25,Hired,5.42,7.45,0.0837,Low,Young
2,36897,2020,163,24180,148.34,4,60.8,0.0245,27,0.741718,0.63,1.9,3293.11,Hired,7.34,2.17,0.4906,Medium,Old
2,34418,2019,253,45109,178.3,5,57.34,0.0198,7,0.891482,0.69,3.0,5427.12,Hired,8.31,7.17,0.1236,Low,Young
1,1012,2020,204,34561,169.42,9,43.75,0.0441,14,0.847083,1.47,2.14,4373.51,NRZ,7.9,2.92,0.523,Low,Mature
2,36519,2019,145,30159,207.99,7,47.02,0.0483,25,1.039966,0.91,2.39,2919.17,Hired,10.33,1.81,1.2558,Low,Old
2,35504,2018,168,43130,256.73,12,47.93,0.0714,23,1.283631,1.99,1.9,3213.64,Hired,13.42,2.0,2.108,Low,Old
2,35886,2023,190,17651,92.9,3,56.35,0.0158,22,0.4645,1.44,1.99,4154.17,Hired,4.25,2.45,0.1615,Low,Old
2,35397,2022,286,45221,158.12,8,54.62,0.028,8,0.790577,1.14,2.54,5491.54,Hired,8.23,6.07,0.1771,Low,Young
1,1024,2018,204,67609,331.42,7,61.5,0.0343,13,1.657083,1.91,2.37,4323.87,NRZ,15.64,4.39,0.7389,Medium,Mature
1,1004,2020,237,27088,114.3,2,70.64,0.0084,4,0.571477,1.94,1.71,4403.27,NRZ,6.15,14.13,0.0192,Medium,New
2,36658,2020,132,32448,245.82,4,68.52,0.0303,26,1.229091,1.9,2.32,2558.7,Hired,12.68,2.54,0.9683,Medium,Old
1,1028,2019,138,26311,190.66,4,56.92,0.029,26,0.953297,0.9,1.75,2995.6,NRZ,8.78,2.11,0.7188,Low,Old
2,36442,2024,195,56512,289.81,14,46.08,0.0718,19,1.449026,1.46,3.02,3627.49,Hired,15.58,2.3,1.9768,Low,Mature
1,1029,2021,132,19143,145.02,4,51.11,0.0303,26,0.725114,0.9,2.72,2408.17,NRZ,7.95,1.89,0.5712,Low,Old
1,1026,2020,114,29438,258.23,4,52.1,0.0351,28,1.29114,0.76,2.91,2120.53,NRZ,13.88,1.8,1.2689,Low,Old
2,35611,2022,134,40822,304.64,8,52.78,0.0597,28,1.523209,0.74,2.26,3119.1,Hired,13.09,1.82,2.5462,Low,Old
1,1023,2023,134,28145,210.04,7,54.2,0.0522,24,1.050187,1.3,2.52,3198.49,NRZ,8.8,2.17,1.3157,Low,Old
1,2108,2018,346,75748,218.92,7,64.14,0.0202,1,1.094624,0.91,1.74,6714.79,NRZ,11.28,32.07,0.0221,Medium,New
2,35079,2022,133,29859,224.5,7,59.3,0.0526,26,1.122519,1.41,2.32,2740.72,Hired,10.89,2.2,1.5352,Low,Old
2,36399,2022,276,60873,220.55,4,62.23,0.0145,6,1.102772,0.6,2.92,6117.35,Hired,9.95,8.89,0.0959,Medium,Young
2,34561,2021,264,62563,236.98,8,57.55,0.0303,9,1.184905,1.05,3.08,5938.5,Hired,10.54,5.76,0.3231,Low,Young
1,1003,2022,176,16310,92.67,4,47.6,0.0227,21,0.463352,1.49,1.79,3517.05,NRZ,4.64,2.16,0.2209,Low,Old
2,34385,2022,208,34654,166.61,6,60.93,0.0288,15,0.833029,0.81,3.3,3979.05,Hired,8.71,3.81,0.3599,Medium,Mature
2,36539,2021,251,54079,215.45,7,71.81,0.0279,7,1.077271,1.32,1.59,4727.25,Hired,11.44,8.98,0.2104,Medium,Young
1,2104,2018,203,33288,163.98,8,57.91,0.0394,11,0.819901,1.59,2.74,3794.6,NRZ,8.77,4.83,0.3553,Low,Mature
1,1021,2018,158,41636,263.52,3,51.08,0.019,19,1.317595,0.86,2.03,3440.53,NRZ,12.1,2.55,0.4757,Low,Mature
2,36792,2021,136,20625,151.65,8,55.15,0.0588,27,0.758272,1.78,2.56,2723.34,Hired,7.57,1.97,1.2038,Low,Old
2,35789,2023,143,43996,307.66,10,47.11,0.0699,30,1.538322,1.23,1.82,3095.65,Hired,14.21,1.52,3.2259,Low,Old
2,36620,2017,254,43505,171.28,3,76.61,0.0118,8,0.856398,0.98,1.65,5287.03,Hired,8.23,8.51,0.0808,Medium,Young
2,36866,2020,230,66683,289.93,7,55.36,0.0304,16,1.44963,1.2,2.48,4188.96,Hired,15.92,3.26,0.7051,Low,Mature
1,1022,2020,151,17928,118.73,4,64.52,0.0265,23,0.593642,1.36,3.12,2964.08,NRZ,6.05,2.69,0.3618,Medium,Old
2,34491,2020,347,33232,95.77,2,73.79,0.0058,1,0.478847,0.84,2.08,7369.0,Hired,4.51,36.9,0.0028,Medium,New
1,1021,2018,153,42694,279.05,5,60.9,0.0327,21,1.395229,1.07,2.49,2944.17,NRZ,14.5,2.77,0.9581,Medium,Old
2,35931,2020,158,41956,265.54,5,65.1,0.0316,20,1.327722,0.7,1.78,3152.23,Hired,13.31,3.1,0.8391,Medium,Mature
1,1021,2022,226,53825,238.16,7,50.73,0.031,9,1.190819,0.88,3.2,4549.77,NRZ,11.83,5.07,0.3322,Low,Young
2,36084,2022,197,42206,214.24,4,66.65,0.0203,15,1.071218,0.5,2.87,3893.74,Hired,10.84,4.17,0.3262,Medium,Mature
2,35397,2018,144,38267,265.74,9,46.47,0.0625,24,1.328715,0.56,2.12,3438.68,Hired,11.13,1.86,1.9931,Low,Old
1,1031,2019,231,62752,271.65,8,59.68,0.0346,6,1.358268,1.91,1.91,4832.22,NRZ,12.99,8.53,0.282,Low,Young
1,1016,2020,145,33124,228.44,9,49.88,0.0621,23,1.142207,1.92,3.12,3331.98,NRZ,9.94,2.08,1.6314,Low,Old
1,1012,2023,265,33770,127.43,4,68.13,0.0151,12,0.63717,0.92,1.69,5628.71,NRZ,6.0,5.24,0.1155,Medium,Mature
1,1021,2024,162,19511,120.44,3,51.68,0.0185,23,0.602191,0.92,3.4,3863.39,NRZ,5.05,2.15,0.2562,Low,Old
1,1027,2017,295,92560,313.76,8,57.67,0.0271,1,1.568814,0.97,2.31,5853.12,NRZ,15.81,28.84,0.0425,Low,New
1,1002,2023,152,45651,300.34,9,40.3,0.0592,21,1.501678,1.6,3.41,3148.04,NRZ,14.5,1.83,1.8669,Low,Old
2,34507,2018,140,21966,156.9,8,45.28,0.0571,23,0.7845,0.85,2.56,3204.75,Hired,6.85,1.89,1.0303,Low,Old
2,36831,2022,280,35955,128.41,8,52.08,0.0286,10,0.642054,1.93,2.43,5287.24,Hired,6.8,4.73,0.1836,Low,Young
1,1015,2020,208,24061,115.68,8,53.01,0.0385,19,0.578389,0.6,2.9,4938.72,NRZ,4.87,2.65,0.4231,Low,Mature
2,36401,2019,167,41151,246.41,5,60.86,0.0299,22,1.232066,1.07,3.25,3855.54,Hired,10.67,2.65,0.8105,Medium,Old
2,35563,2018,175,26703,152.59,5,55.92,0.0286,19,0.762943,0.54,2.31,4011.07,Hired,6.66,2.8,0.4146,Low,Mature
2,36378,2018,204,61495,301.45,8,55.82,0.0392,19,1.50723,1.44,2.68,4532.51,Hired,13.57,2.79,1.1226,Low,Mature
1,1005,2019,300,30696,102.32,6,61.85,0.02,3,0.5116,0.86,2.79,6453.02,NRZ,4.76,15.46,0.0307,Medium,New
2,34560,2018,334,84476,252.92,8,56.98,0.024,4,1.264611,0.79,2.75,8007.4,Hired,10.55,11.4,0.1214,Low,New
2,35361,2022,133,23714,178.3,5,46.44,0.0376,31,0.891504,1.76,1.83,2839.64,Hired,8.35,1.45,1.0391,Low,Old
1,1028,2019,200,41212,206.06,7,57.78,0.035,21,1.0303,1.92,2.81,4113.41,NRZ,10.02,2.63,0.7573,Low,Old
1,1017,2018,173,56004,323.72,9,49.29,0.052,22,1.618613,0.61,1.99,3540.54,NRZ,15.82,2.14,1.8517,Low,Old
1,1013,2023,295,55140,186.92,5,59.2,0.0169,6,0.934576,1.82,2.57,6241.7,NRZ,8.83,8.46,0.0948,Low,Young
1,1029,2020,185,23747,128.36,6,58.75,0.0324,20,0.641811,0.92,2.37,4242.99,NRZ,5.6,2.8,0.4159,Low,Mature
2,36177,2018,265,65793,248.28,6,59.01,0.0226,2,1.241377,0.59,1.86,5730.27,Hired,11.48,19.67,0.0561,Low,New
1,1023,2022,209,23690,113.35,3,55.91,0.0144,11,0.566746,1.92,1.69,4243.51,NRZ,5.58,4.66,0.0898,Low,Mature
1,1014,2022,126,32179,235.11,8,39.76,0.0455,25,1.175568,0.91,1.6,2353.95,NRZ,13.67,1.53,1.3372,Critical,Old
1,1017,2022,173,20083,116.09,5,46.48,0.0289,19,0.580434,1.18,2.29,3719.16,NRZ,5.4,2.32,0.3187,Low,Mature
2,36381,2021,282,80039,283.83,9,60.91,0.0319,4,1.419131,1.78,1.9,6690.77,Hired,11.96,12.18,0.1811,Medium,New
1,1021,2024,261,61146,234.28,5,61.47,0.0192,13,1.171379,1.64,2.93,5440.79,NRZ,11.24,4.39,0.2924,Medium,Mature
1,2107,2017,204,22716,111.35,5,45.57,0.0245,22,0.556765,0.95,2.52,4052.72,NRZ,5.61,1.98,0.3001,Low,Old
1,1021,2020,114,17281,151.59,6,50.54,0.0526,30,0.757939,0.95,3.09,2436.83,NRZ,7.09,1.63,1.196,Low,Old
1,1021,2017,242,28071,116.0,4,70.11,0.0165,3,0.579979,0.84,2.05,4366.5,NRZ,6.43,17.53,0.0287,Medium,New
2,34641,2022,131,14952,114.14,3,64.52,0.0229,30,0.570687,1.79,1.64,2361.27,Hired,6.33,2.08,0.3921,Medium,Old
1,2105,2024,101,28147,296.15,12,36.24,0.096,30,1.48076,1.41,1.95,1988.16,NRZ,14.16,1.17,4.2646,Critical,Old
2,34444,2022,176,43911,249.49,11,40.92,0.0625,21,1.247472,1.69,3.06,3600.88,Hired,12.19,1.86,1.6373,Low,Old
1,1027,2019,139,28998,208.62,11,47.87,0.0791,29,1.043094,1.38,3.34,3296.08,NRZ,8.8,1.6,2.3928,Low,Old
2,37086,2019,265,59962,226.27,4,74.98,0.0151,2,1.131358,1.09,3.48,5607.98,Hired,10.69,24.99,0.0342,Medium,New
2,35210,2024,106,20951,197.65,6,47.31,0.0566,30,0.988255,1.02,3.38,2370.15,Hired,8.84,1.53,1.6781,Low,Old
2,35789,2021,145,22607,155.91,7,48.7,0.0483,28,0.779552,1.66,3.39,3454.89,Hired,6.54,1.68,1.0543,Low,Old
1,1010,2017,303,39403,130.04,2,67.25,0.0066,1,0.650215,1.29,2.63,6845.14,NRZ,5.76,33.62,0.0043,Medium,New
1,1024,2017,300,92991,309.97,5,69.94,0.0167,5,1.54985,1.41,2.76,6562.1,NRZ,14.17,11.66,0.1294,Medium,New
2,34810,2019,250,58178,232.71,7,53.12,0.028,11,1.16356,1.8,2.88,4505.02,Hired,12.91,4.43,0.3584,Low,Mature
2,35627,2021,302,86427,286.18,10,49.62,0.0331,5,1.430911,0.96,3.25,6219.96,Hired,13.9,8.27,0.2368,Low,New
2,36967,2024,231,64365,278.64,4,67.22,0.0173,6,1.393182,1.88,2.64,4572.62,Hired,14.08,9.6,0.1446,Medium,Young
2,34610,2019,169,21941,129.83,9,42.21,0.0533,21,0.649142,0.56,2.57,4030.14,Hired,5.44,1.92,0.7266,Low,Old
2,35600,2017,199,34642,174.08,7,58.37,0.0352,17,0.870402,1.93,3.24,4626.51,Hired,7.49,3.24,0.5208,Low,Mature
2,34470,2024,257,57439,223.5,4,61.52,0.0156,5,1.11749,0.91,2.75,5638.01,Hired,10.19,10.25,0.0872,Medium,New
1,1017,2021,197,33891,172.04,6,60.56,0.0305,21,0.860178,1.95,1.86,3620.28,NRZ,9.36,2.75,0.5509,Medium,Old
2,35841,2024,152,16252,106.92,3,68.55,0.0197,21,0.534605,0.82,3.18,3104.42,Hired,5.24,3.12,0.2212,Medium,Old
1,1022,2024,227,30783,135.61,8,54.9,0.0352,12,0.67804,0.71,1.55,4703.85,NRZ,6.54,4.22,0.2864,Low,Mature
1,1004,2022,249,31026,124.6,4,70.19,0.0161,9,0.623012,1.81,1.54,4651.74,NRZ,6.67,7.02,0.0903,Medium,Young
2,36430,2019,334,51384,153.84,4,69.69,0.012,3,0.769222,0.68,1.95,6970.13,Hired,7.37,17.42,0.0277,Medium,New
2,37093,2017,351,53840,153.39,7,58.55,0.0199,1,0.766952,1.6,2.54,7598.11,Hired,7.09,29.28,0.0153,Low,New
1,1016,2024,313,85855,274.3,8,64.48,0.0256,6,1.371486,1.9,2.28,6658.06,NRZ,12.89,9.21,0.2107,Medium,Young
1,1013,2021,159,23043,144.92,7,56.54,0.044,28,0.724623,1.41,3.45,3556.67,NRZ,6.48,1.95,0.8927,Low,Old
2,36023,2022,231,64646,279.85,8,52.28,0.0346,17,1.399264,1.62,2.6,4704.75,Hired,13.74,2.9,0.823,Low,Mature
2,35717,2018,305,35439,116.19,5,63.31,0.0164,4,0.580967,1.31,1.75,6684.1,Hired,5.3,12.66,0.0381,Medium,New
1,2109,2024,247,86127,348.69,7,54.98,0.0283,13,1.743462,1.16,3.05,5927.31,NRZ,14.53,3.93,0.6414,Low,Mature
1,2103,2024,273,41204,150.93,5,62.29,0.0183,7,0.754652,1.69,2.84,5631.6,NRZ,7.32,7.79,0.0967,Medium,Young
1,1027,2020,190,31952,168.17,7,46.36,0.0368,22,0.840842,0.67,1.97,3571.21,NRZ,8.95,2.02,0.6807,Low,Old
2,34509,2020,262,59182,225.89,9,60.47,0.0344,8,1.129427,1.3,3.16,5392.23,Hired,10.98,6.72,0.3108,Medium,Young
1,1010,2021,223,33590,150.63,10,50.21,0.0448,19,0.753139,1.04,2.47,4619.23,NRZ,7.27,2.51,0.6411,Low,Mature
1,1022,2018,214,32199,150.46,5,62.96,0.0234,16,0.752313,1.19,1.75,4127.18,NRZ,7.8,3.7,0.2817,Medium,Mature
1,2104,2017,130,33721,259.39,4,58.4,0.0308,26,1.296962,1.96,2.01,3099.53,NRZ,10.88,2.16,1.0386,Low,Old
2,35579,2022,211,33858,160.46,5,62.21,0.0237,18,0.802322,0.84,2.71,4036.31,Hired,8.39,3.27,0.3423,Medium,Mature
2,36675,2024,119,34575,290.55,6,49.46,0.0504,28,1.452731,1.0,1.78,2218.42,Hired,15.59,1.71,2.0501,Low,Old
1,1005,2023,207,20087,97.04,8,57.97,0.0386,21,0.485193,1.72,1.79,4774.95,NRZ,4.21,2.64,0.3933,Low,Old
2,35876,2022,240,70720,294.67,10,61.72,0.0417,16,1.473333,0.9,2.1,5627.41,Hired,12.57,3.63,0.983,Medium,Mature
1,1007,2019,275,36725,133.55,8,57.58,0.0291,6,0.667727,0.76,2.11,5355.35,NRZ,6.86,8.23,0.1166,Low,Young
2,34536,2020,199,19402,97.5,4,60.75,0.0201,18,0.487487,1.0,3.49,4165.33,Hired,4.66,3.2,0.1764,Medium,Mature
1,2106,2024,190,18023,94.86,3,53.02,0.0158,19,0.474289,1.95,2.36,3962.42,NRZ,4.55,2.65,0.1424,Low,Mature
2,36117,2021,142,24806,174.69,7,52.44,0.0493,24,0.873451,1.99,1.94,3217.53,Hired,7.71,2.1,1.0335,Low,Old
1,1010,2020,170,37264,219.2,6,50.43,0.0353,23,1.096,1.15,3.28,3300.84,NRZ,11.29,2.1,0.8898,Low,Old
2,35059,2018,265,51383,193.9,3,83.11,0.0113,1,0.969491,1.91,2.5,5596.32,Hired,9.18,41.56,0.011,High,New
2,34455,2024,214,56257,262.88,12,52.84,0.0561,19,1.314416,0.78,3.18,4177.7,Hired,13.47,2.64,1.401,Low,Mature
2,36278,2024,118,30052,254.68,7,41.69,0.0593,30,1.27339,0.78,2.77,2553.01,Hired,11.77,1.34,2.2654,Low,Old
